"","Country.Name","Time","Region","Polity","Polity.Sim","Pub.Opinion","Share","Member","GDP","GDP.Growth","Capital","Air","Port","Debt"
"20","China",2011,1,-7,0,95,0,1,7572554360442.62,9.53644300805558,45.0588814234746,16764.869,4.5,1044355045000
"21","China",2012,1,-7,0,94,0,1,8560546868811.69,7.8562621102694,43.1908860106883,15568.753,4.4,1138247396000
"22","China",2013,1,-7,0,95,0,1,9607224248684.59,7.75763514617032,41.1059780408552,16053.7331,4.5,1471617817000
"23","China",2014,1,-7,0,96,0,1,10482371325324.7,7.29766595938162,57.2861567639035,17822.581,4.6,1770542954000
"24","China",2015,1,-7,0,96,29780.4,1,11064664793255.7,6.91833642287352,74.0015126801751,19805.63,4.54880485442716,1418291086000
"25","Egypt, Arab Rep.",2008,2,-3,4,59,0,1,162818181818.182,7.15205103366216,52.8061848129537,195.482,3.86998858780488,33866879000
"26","Egypt, Arab Rep.",2009,2,-3,4,52,0,1,188982374700.805,4.68544518804055,48.2623525841489,180.31,4.3186629444,35359841000
"27","Egypt, Arab Rep.",2010,2,-3,4,52,0,1,218888324504.753,5.13912608709832,38.5022043504061,416.985098697369,4.2001349,36742168000
"28","Egypt, Arab Rep.",2011,2,-2,5,57,0,1,236001858960.015,1.81664664403142,20.6988496680767,333.306675121003,4,35145105000
"29","Egypt, Arab Rep.",2012,2,-88,-81,52,0,1,276353323880.224,2.19387835367519,21.4153277293855,356.265453827017,4,40003308000
"30","Egypt, Arab Rep.",2013,2,-4,3,45,0,1,286011230726.274,2.10672461668477,21.5479825192537,386.683474639046,4.1,46472951000
"31","Egypt, Arab Rep.",2014,2,-4,3,46,0,1,301498960051.639,2.22879101389299,23.2450718861506,419.405027743558,4.2,41676766000
"32","Egypt, Arab Rep.",2015,2,-4,3,54.5703086652815,650.5,1,330778550716.746,4.2,16.6854440472055,397.531534552,4.32789273870071,46584669000
"33","France",2008,3,9,16,28,0,1,2923465651091.26,0.195294765594184,50.3651161234061,6187.796,5.93910897506272,598374357291.765
"34","France",2009,3,9,16,41,0,1,2693827452070.02,-2.94134105462597,72.246094994113,6624.89,5.8864319133,512978494177.762
"35","France",2010,3,9,16,41,0,1,2646994701986.75,1.96565737478667,72.2145529254469,5079.71814764909,5.8728529,523561730011.925
"36","France",2011,3,9,16,51,0,1,2862502085070.89,2.07922917455807,54.2866661339573,5068.76226392762,5.6,592474520567.027
"37","France",2012,3,9,16,40,0,1,2681416108537.39,0.18269303354748,67.4340958959293,4626.15380961188,5.4,507099752738.271
"38","France",2013,3,9,16,42,0,1,2808511203185.39,0.576241546834495,81.9325629675299,4327.126,5.4,570615263974.556
"39","France",2014,3,9,16,47,0,1,2839162443235.14,0.636621653309263,73.4687021860991,4151.293,5.2,572927666797.584
"40","France",2015,3,9,16,50,3375.6,1,2418835532882.33,1.27418032469893,86.3356471165908,4098.31,5.28086048427381,523263725142.351
"41","Germany",2008,3,10,17,26,0,1,3752365607148.09,1.08231540391905,29.5967863015372,8352.882,6.42165827477376,712776250970.371
"42","Germany",2009,3,10,17,29,0,1,3418005001389.27,-5.61886043465857,37.8102229070675,10187.719,6.3829909306,654774469088.666
"43","Germany",2010,3,10,17,30,0,1,3417298013245.03,4.07993330487069,41.8377046560933,7487.48100076523,6.3879094909,607179855505.531
"44","Germany",2011,3,10,17,34,0,1,3757464553794.83,3.66000015503516,31.5239210654355,7716.76190298526,6.1,712794006202.507
"45","Germany",2012,3,10,17,29,0,1,3543983909148.01,0.491992829138056,41.9390958904584,7236.98063027006,6,723264209285.325
"46","Germany",2013,3,10,17,28,0,1,3752513503278.41,0.489584482494635,51.5949178679439,7335.69940204315,5.8,757644536050.944
"47","Germany",2014,3,10,17,28,0,1,3879276587198.91,1.59533809824777,44.8160635345504,7184.13720802563,5.7,736886069551.181
"48","Germany",2015,3,10,17,34,4484.2,1,3363446822668.29,1.7207335002516,51.0131594302662,6985.007914999,5.60958820600663,685323220165.888
"49","India",2008,1,9,16,66.9827886261271,0,1,1186913419021.34,3.89095706241436,54.5283893187126,1233.937,3.33138497508447,227111767000
"50","India",2009,1,9,16,56.1569353542672,0,1,1323896417147.06,8.4797838969114,98.6874979853405,1235.158,3.472473754,256312230000
"51","India",2010,1,9,16,63.9090552819745,0,1,1656562168648.57,10.259963064587,98.5069906148617,1630.96414222155,3.8602977121,290427553000
"52","India",2011,1,9,16,68.1120675052682,0,1,1822989507290.05,6.6383637999583,55.2489685745488,1702.702702,3.9,334399295000
"53","India",2012,1,9,16,48.5029129111719,0,1,1828119928467.85,5.48401653726533,69.1057233350552,1579.229879,4,392625128000
"54","India",2013,1,9,16,35,0,1,1857236714880.03,6.54030194924107,61.3187328721081,1733.76172,4.2,427296379000
"55","India",2014,1,9,16,31,0,1,2033532372971.17,7.17943348331229,76.6301884696916,1851.32674,4,457552597000
"56","India",2015,1,9,16,41,8367.3,1,2088841351184.16,7.93374429304457,72.5864943807466,1833.847614,4.20717230771212,479558646000
"57","Indonesia",2008,1,8,15,58,0,1,510228635279.289,6.01370360009068,19.3561460826166,394.583,3.04488734373619,157906449000
"58","Indonesia",2009,1,8,15,59,0,1,539580088908.138,4.62887118256168,39.8349521078405,276.918,3.3962824572,179394490000
