"","Country.Name","Time","Pub.Opinion","Region","Polity","Polity.Sim","Share","Member","GDP","GDP.Growth","Capital","Air","Port","Debt"
"16","Australia",2015,57,6,10,17,3691.2,1,1339140527498.13,2.24002857543144,88.6451739473369,1887.29582,4.98650344390443,NA
"17","Brazil",2008,NA,5,8,15,0,1,1695824517395.57,5.09434227022558,34.9072409278015,1807.062,2.51819277818452,262957242000
"18","Brazil",2009,NA,5,8,15,0,1,1667019605881.76,-0.125873061539252,80.2178735799971,1782.3,2.6486275202,281651132000
"19","Brazil",2010,52,5,8,15,0,1,2208871646202.82,7.52822356216525,69.9708225535385,1302.474647875,2.9384436332,352364412000
"20","Brazil",2011,49,5,8,15,0,1,2616201578192.25,3.97442540629392,46.9740650049287,1294.49545,2.7,404046105000
"21","Brazil",2012,50,5,8,15,0,1,2465188674415.03,1.9211503175375,49.7911998679477,1363.447091,2.6,440514543000
"22","Brazil",2013,65,5,8,15,0,1,2472806919901.67,3.00486535886174,41.2670848575827,1637.382,2.7,483766051000
"23","Brazil",2014,44,5,8,15,0,1,2455993200170,0.503961790897151,34.360608162172,1596.774,2.7,556921499000
"24","Brazil",2015,55,5,8,15,5,1,1803652649613.75,-3.76925266939523,27.1967060900028,1493.939,2.70545754923315,543399361000
"25","Canada",2008,NA,4,10,17,0,1,1549131208997.19,1.00036097295921,66.7246133830795,1388.665,5.77829531692084,NA
"26","Canada",2009,53,4,10,17,0,1,1371153004986.44,-2.94958764276713,122.337311292009,1346.938,5.6129212045,NA
"27","Canada",2010,NA,4,10,17,0,1,1613406134731.12,3.08351421988722,134.572120017496,1957.32853635002,5.6848688947,NA
"28","Canada",2011,NA,4,10,17,0,1,1788703385548.26,3.1412190013904,106.9418208438,1980,5.8,NA
"29","Canada",2012,NA,4,10,17,0,1,1824288757447.57,1.74547228318005,112.919271775933,1960,5.7,NA
"30","Canada",2013,43,4,10,17,0,1,1842628005830.18,2.4750018591249,114.717770668401,1946.30559714895,5.5,NA
"31","Canada",2014,NA,4,10,17,0,1,1792883225804.38,2.56529927402018,116.87435354636,2084.318163,5.5,NA
"32","Canada",2015,39,4,10,17,995,1,1552807652015.37,0.941675857004995,102.614080883227,2074.830881067,5.45897377843911,NA
"33","Chile",2008,NA,5,10,17,0,0,179626674542.406,3.29245489729399,73.3788343717753,1307.721,4.93582614821144,NA
"34","Chile",2009,NA,5,10,17,0,0,171956955710.33,-1.0364317789294,134.180318002768,1179.048,5.3590170376,NA
"35","Chile",2010,NA,5,10,17,0,0,217538271334.673,5.75370890864373,157.121263262296,1399.549392,5.4608153522,NA
"36","Chile",2011,NA,5,10,17,0,0,250832362674.151,5.83964058346005,107.756860844597,1422.29934,5.2,NA
"37","Chile",2012,NA,5,10,17,0,0,265231582123.55,5.45713060960065,118.132715377027,1527.067,5.2,NA
"38","Chile",2013,62,5,10,17,0,0,277078709134.903,3.97659619929694,95.694858990737,1512.319,5.2,NA
"39","Chile",2014,60,5,10,17,0,0,258733363811.966,1.87639539712494,90.1489728899094,1553.479,5,NA
"40","Chile",2015,66,5,10,17,0,0,240796388428.74,2.30556699457074,79.051019511587,1392.236,4.9060704675972,NA
"41","China",2008,95,1,-7,0,0,1,4598205419718.8,9.65428937259925,38.6843100217298,11386.055,4.32238683967865,380164840000
"42","China",2009,95,1,-7,0,0,1,5109954035775.98,9.39981317141532,69.9253346504397,11976.438,4.278193043,447662212000
"43","China",2010,97,1,-7,0,0,1,6100620356557.32,10.6361404632297,66.0234544126424,17193.8774,4.321479666,734465434000
"44","China",2011,95,1,-7,0,0,1,7572554360442.62,9.53644300805558,45.0588814234746,16764.869,4.5,1044355045000
"45","China",2012,94,1,-7,0,0,1,8560546868811.69,7.8562621102694,43.1908860106883,15568.753,4.4,1138247396000
"46","China",2013,95,1,-7,0,0,1,9607224248684.59,7.75763514617032,41.1059780408552,16053.7331,4.5,1471617817000
"47","China",2014,96,1,-7,0,0,1,10482371325324.7,7.29766595938162,57.2861567639035,17822.581,4.6,1770542954000
"48","China",2015,96,1,-7,0,29780.4,1,11064664793255.7,6.91833642287352,74.0015126801751,19805.63,4.54880485442716,1418291086000
"49","Czech Republic",2008,NA,3,9,16,0,0,235204812643.146,2.71095557125116,17.3943507108727,27.174,4.14928381855929,NA
"50","Czech Republic",2009,NA,3,9,16,0,0,205729790694.015,-4.84178529599535,NA,22.379,4.1614030629,NA
"51","Czech Republic",2010,NA,3,9,16,0,0,207015860050.371,2.29508968687023,NA,17.987,4.5877793195,NA
"52","Czech Republic",2011,NA,3,9,16,0,0,227948564356.715,2.00470400649931,NA,16.721,4.7,NA
"53","Czech Republic",2012,33,3,9,16,0,0,207376427020.815,-0.799844281176618,NA,11.102,4.6,NA
"54","Czech Republic",2013,34,3,9,16,0,0,209402444996.104,-0.483671040702603,NA,19.929,4.4,NA
"55","Czech Republic",2014,NA,3,9,16,0,0,207818330723.835,2.71511613157801,NA,30.81553,4,NA
"56","Czech Republic",2015,NA,3,9,16,0,0,185156359571.116,4.53562869858659,NA,26.61965,3.60368441648261,NA
"57","Egypt, Arab Rep.",2008,59,2,-3,4,0,1,162818181818.182,7.15205103366216,52.8061848129537,195.482,3.86998858780488,33866879000
"58","Egypt, Arab Rep.",2009,52,2,-3,4,0,1,188982374700.805,4.68544518804055,48.2623525841489,180.31,4.3186629444,35359841000
"59","Egypt, Arab Rep.",2010,52,2,-3,4,0,1,218888324504.753,5.13912608709832,38.5022043504061,416.985098697369,4.2001349,36742168000
"60","Egypt, Arab Rep.",2011,57,2,-2,5,0,1,236001858960.015,1.81664664403142,20.6988496680767,333.306675121003,4,35145105000
"61","Egypt, Arab Rep.",2012,52,2,-88,-81,0,1,276353323880.224,2.19387835367519,21.4153277293855,356.265453827017,4,40003308000
"62","Egypt, Arab Rep.",2013,45,2,-4,3,0,1,286011230726.274,2.10672461668477,21.5479825192537,386.683474639046,4.1,46472951000
"63","Egypt, Arab Rep.",2014,46,2,-4,3,0,1,301498960051.639,2.22879101389299,23.2450718861506,419.405027743558,4.2,41676766000
"64","Egypt, Arab Rep.",2015,NA,2,-4,3,650.5,1,330778550716.746,4.2,16.6854440472055,397.531534552,4.32789273870071,46584669000
"65","El Salvador",2008,NA,5,7,14,0,0,2.1431e+10,1.27422730111427,21.726424338575,18.439,3.59280287368421,10650668000
"66","El Salvador",2009,NA,5,8,15,0,0,2.0661e+10,-3.13304628167124,21.4526886404337,15.291,4.1710573775,10368173000
"67","El Salvador",2010,NA,5,8,15,0,0,21418300000,1.36478366726975,19.7354598637614,10.9670984067361,4.1337441952,11059769000
"68","El Salvador",2011,NA,5,8,15,0,0,2.3139e+10,2.21683561040105,23.6570292579627,14.662,3.8,11995548000
"69","El Salvador",2012,NA,5,8,15,0,0,23813600000,1.88095546069935,45.1127506970807,17.065,3.9,13035228000
"70","El Salvador",2013,52,5,8,15,0,0,24350900000,1.84728673148746,NA,15.65233,4.2,13539238000
"71","El Salvador",2014,48,5,8,15,0,0,25054200000,1.42526204252933,NA,16.40872,4.7,14532672000
"72","El Salvador",2015,NA,5,8,15,0,0,25850200000,2.45506222153942,NA,13.873884,4.01418199790152,14981982000
"73","France",2008,28,3,9,16,0,1,2923465651091.26,0.195294765594184,50.3651161234061,6187.796,5.93910897506272,NA
"74","France",2009,41,3,9,16,0,1,2693827452070.02,-2.94134105462597,72.246094994113,6624.89,5.8864319133,NA
"75","France",2010,41,3,9,16,0,1,2646994701986.75,1.96565737478667,72.2145529254469,5079.71814764909,5.8728529,NA
"76","France",2011,51,3,9,16,0,1,2862502085070.89,2.07922917455807,54.2866661339573,5068.76226392762,5.6,NA
"77","France",2012,40,3,9,16,0,1,2681416108537.39,0.18269303354748,67.4340958959293,4626.15380961188,5.4,NA
"78","France",2013,42,3,9,16,0,1,2808511203185.39,0.576241546834495,81.9325629675299,4327.126,5.4,NA
"79","France",2014,47,3,9,16,0,1,2839162443235.14,0.636621653309263,73.4687021860991,4151.293,5.2,NA
"80","France",2015,50,3,9,16,3375.6,1,2418835532882.33,1.27418032469893,86.3356471165908,4098.31,5.28086048427381,NA
"81","Germany",2008,26,3,10,17,0,1,3752365607148.09,1.08231540391905,29.5967863015372,8352.882,6.42165827477376,NA
"82","Germany",2009,29,3,10,17,0,1,3418005001389.27,-5.61886043465857,37.8102229070675,10187.719,6.3829909306,NA
"83","Germany",2010,30,3,10,17,0,1,3417298013245.03,4.07993330487069,41.8377046560933,7487.48100076523,6.3879094909,NA
"84","Germany",2011,34,3,10,17,0,1,3757464553794.83,3.66000015503516,31.5239210654355,7716.76190298526,6.1,NA
"85","Germany",2012,29,3,10,17,0,1,3543983909148.01,0.491992829138056,41.9390958904584,7236.98063027006,6,NA
"86","Germany",2013,28,3,10,17,0,1,3752513503278.41,0.489584482494635,51.5949178679439,7335.69940204315,5.8,NA
"87","Germany",2014,28,3,10,17,0,1,3879276587198.91,1.59533809824777,44.8160635345504,7184.13720802563,5.7,NA
"88","Germany",2015,34,3,10,17,4484.2,1,3363446822668.29,1.7207335002516,51.0131594302662,6985.007914999,5.60958820600663,NA
"89","Ghana",2008,NA,2,8,15,0,0,28526891010.4925,9.14979909377527,9.97087274233216,NA,3.487932,5461776000
"90","Ghana",2009,NA,2,8,15,0,0,25977847813.7422,4.84575613200906,9.34265231439271,NA,4.0400505386,7.385e+09
"91","Ghana",2010,NA,2,8,15,0,0,32174772955.9748,7.89974029268168,9.16149432983836,5.22980484930983,4.4635513152,9114078000
"92","Ghana",2011,NA,2,8,15,0,0,39566292432.8615,14.0460026323343,7.83118611696494,3.56603511599799,4.2,11225843000
"93","Ghana",2012,NA,2,8,15,0,0,41939728978.7281,9.29251186911659,NA,2.41801639475519,4,12837474000
"94","Ghana",2013,67,2,8,15,0,0,47805069494.9082,7.31252502101229,NA,1.31802,4.2,16626329000
"95","Ghana",2014,61,2,8,15,0,0,38616536131.648,3.98586562415207,NA,1.332792,3.7,18363228000
"96","Ghana",2015,80,2,8,15,0,0,37543361203.5609,3.91722164434252,NA,0.844630332,3.50380013903188,20676785000
"97","Greece",2008,NA,3,10,17,0,0,354460802548.704,-0.335172557312063,25.4471014429321,78.109,4.24712781654641,NA
"98","Greece",2009,NA,3,10,17,0,0,330000252153.376,-4.3007336666282,34.1310042234911,31.396,4.1444575778,NA
"99","Greece",2010,NA,3,10,17,0,0,299379400264.901,-5.4790371077553,22.5755078472992,4.85169832333462,4.0427604923,NA
"100","Greece",2011,NA,3,10,17,0,0,287779921184.32,-9.13249415322949,11.7377507996345,4.18568526670255,4.1,NA
"101","Greece",2012,56,3,10,17,0,0,245670666639.047,-7.30049393532073,18.26695494987,2.31403046797287,4.2,NA
"102","Greece",2013,59,3,10,17,0,0,239862011450.103,-3.24142502506591,34.4340646110114,0.593232,4.5,NA
"103","Greece",2014,49,3,10,17,0,0,236079774688.445,0.352849232575196,23.3625561837253,19.359432,4.7,NA
"104","Greece",2015,NA,3,10,17,0,0,194851319174.892,-0.219147178263057,21.5957378057219,27.4529619150664,4.59361881178025,NA
"105","India",2008,NA,1,9,16,0,1,1186913419021.34,3.89095706241436,54.5283893187126,1233.937,3.33138497508447,227111767000
"106","India",2009,NA,1,9,16,0,1,1323896417147.06,8.4797838969114,98.6874979853405,1235.158,3.472473754,256312230000
"107","India",2010,NA,1,9,16,0,1,1656562168648.57,10.259963064587,98.5069906148617,1630.96414222155,3.8602977121,290427553000
"108","India",2011,NA,1,9,16,0,1,1822989507290.05,6.6383637999583,55.2489685745488,1702.702702,3.9,334399295000
"109","India",2012,NA,1,9,16,0,1,1828119928467.85,5.48401653726533,69.1057233350552,1579.229879,4,392625128000
"110","India",2013,35,1,9,16,0,1,1857236714880.03,6.54030194924107,61.3187328721081,1733.76172,4.2,427296379000
"111","India",2014,31,1,9,16,0,1,2033532372971.17,7.17943348331229,76.6301884696916,1851.32674,4,457552597000
"112","India",2015,41,1,9,16,8367.3,1,2088841351184.16,7.93374429304457,72.5864943807466,1833.847614,4.20717230771212,479558646000
"113","Indonesia",2008,58,1,8,15,0,1,510228635279.289,6.01370360009068,19.3561460826166,394.583,3.04488734373619,157906449000
"114","Indonesia",2009,59,1,8,15,0,1,539580088908.138,4.62887118256168,39.8349521078405,276.918,3.3962824572,179394490000
"115","Indonesia",2010,58,1,8,15,0,1,755094160363.071,6.22385418062332,47.7275708008012,665.663628453711,3.6232083659,198268131000
"116","Indonesia",2011,67,1,8,15,0,1,892969107923.094,6.16978420771008,43.6864933555571,754.297938393013,3.6,219619159000
"117","Indonesia",2012,NA,1,8,15,0,1,917869910105.749,6.03005065305615,46.6539490275549,880.340263956616,3.6,252555417000
"118","Indonesia",2013,70,1,8,15,0,1,912524136718.018,5.5572636889101,37.9906455128788,768.23502,3.9,265452855000
"119","Indonesia",2014,66,1,9,16,0,1,890487074595.966,5.02388905198994,47.40406256784,835.930404,4,292969232000
"120","Indonesia",2015,63,1,9,16,3360.7,1,861933968740.332,4.79392130382237,40.9858495908086,747.473207238894,3.81293197439072,308539944000
"121","Israel",2008,NA,1,6,13,0,1,216760312151.616,3.05940704820011,49.6891884546941,901.863,4.35271401153923,NA
"122","Israel",2009,56,1,6,13,0,1,208068814688.605,1.26866190440762,90.7074422865622,984.612,4.5931675089,NA
"123","Israel",2010,NA,1,6,13,0,1,233754747258.625,5.51702293450364,97.3729999794052,856.431,4.6156736688,NA
"124","Israel",2011,49,1,6,13,0,1,261374751963.332,5.06217885129591,60.0435385671897,883.418,4.2,NA
"125","Israel",2012,NA,1,6,13,0,1,257641795689.722,2.38180026245432,62.8219033975848,810.909456005204,3.9,NA
"126","Israel",2013,38,1,6,13,0,1,293314777888.557,4.37632827940084,69.3116628706799,801.730584,3.8,NA
"127","Israel",2014,49,1,6,13,0,1,308769389865.564,3.16304703399375,64.9432866668899,651.238996,3.8,NA
"128","Israel",2015,55,1,6,13,749.9,1,299415714726.768,2.50783606159001,81.4598793595636,758.633996,4.00603532175864,NA
"129","Italy",2008,NA,3,10,17,0,1,2390729210487.77,-1.05040528428572,21.8380144313157,1279.021,3.26298046706497,NA
"130","Italy",2009,NA,3,10,17,0,1,2185160158794.11,-5.48205395708311,30.0137382315232,400,3.6597954051,NA
"131","Italy",2010,NA,3,10,17,0,1,2125184794172.19,1.68652327902943,25.1770543186302,784.96985,3.9101550541,NA
"132","Italy",2011,NA,3,10,17,0,1,2276150874756.74,0.576624660417949,18.9568466126444,760.26837,3.9,NA
"133","Italy",2012,30,3,10,17,0,1,2072823111961.1,-2.81901912719412,23.244978658316,795.11615,3.9,NA
"134","Italy",2013,28,3,10,17,0,1,2130491269673.44,-1.72815733491716,28.8882812504713,892.930674,4.3,NA
"135","Italy",2014,26,3,10,17,0,1,2149814265578.42,0.0918949980592174,27.3192177298154,991.78663,4.5,NA
